"Statistic Label","Month","Industry Sector NACE Rev 2","UNIT","VALUE"
"Domestic Industrial Price Index (Excl VAT)","2021 October","Repair and installation of machinery and equipment (33)","Base Year 2021=100",""
"Domestic Industrial Price Index (Excl VAT)","2021 November","Food products (10)","Base Year 2021=100","100.8913314"
"Domestic Industrial Price Index (Excl VAT)","2021 November","Manufacture of beverages (11)","Base Year 2021=100",""
"Domestic Industrial Price Index (Excl VAT)","2021 November","Tobacco products (12)","Base Year 2021=100",""
"Domestic Industrial Price Index (Excl VAT)","2021 November","Textiles (13)","Base Year 2021=100","100.9305052"
"Domestic Industrial Price Index (Excl VAT)","2021 November","Wearing apparel (14)","Base Year 2021=100","100.0366865"
"Domestic Industrial Price Index (Excl VAT)","2021 November","Leather and related products (15)","Base Year 2021=100",""
"Domestic Industrial Price Index (Excl VAT)","2021 November","Wood and wood products, except furniture (16)","Base Year 2021=100","105.8190168"
"Domestic Industrial Price Index (Excl VAT)","2021 November","Paper and paper products (17)","Base Year 2021=100","101.9105032"
"Domestic Industrial Price Index (Excl VAT)","2021 November","Printing and reproduction of recorded media (18)","Base Year 2021=100",""
"Domestic Industrial Price Index (Excl VAT)","2021 November","Coke and refined petroleum products (19)","Base Year 2021=100",""
"Domestic Industrial Price Index (Excl VAT)","2021 November","Chemicals and chemical products (20)","Base Year 2021=100","101.0814003"
"Domestic Industrial Price Index (Excl VAT)","2021 November","Basic pharmaceutical products and preparations (21)","Base Year 2021=100",""
"Domestic Industrial Price Index (Excl VAT)","2021 November","Rubber and plastic products (22)","Base Year 2021=100","100.8451854"
"Domestic Industrial Price Index (Excl VAT)","2021 November","Other non-metallic mineral products (23)","Base Year 2021=100","103.3012686"
"Domestic Industrial Price Index (Excl VAT)","2021 November","Basic metals (24)","Base Year 2021=100","112.0689728"
"Domestic Industrial Price Index (Excl VAT)","2021 November","Fabricated metal products, except machinery and equipment (25)","Base Year 2021=100","102.7808402"
"Domestic Industrial Price Index (Excl VAT)","2021 November","Computer, electronic and optical products (26)","Base Year 2021=100",""
"Domestic Industrial Price Index (Excl VAT)","2021 November","Electrical equipment (27)","Base Year 2021=100","101.2421972"
"Domestic Industrial Price Index (Excl VAT)","2021 November","Machinery and equipment n.e.c. (28)","Base Year 2021=100",""
"Domestic Industrial Price Index (Excl VAT)","2021 November","Motor vehicles, trailers and semi-trailers (29)","Base Year 2021=100","99.6323566"
"Domestic Industrial Price Index (Excl VAT)","2021 November","Other transport equipment (30)","Base Year 2021=100",""
"Domestic Industrial Price Index (Excl VAT)","2021 November","Furniture (31)","Base Year 2021=100","101.938012"
"Domestic Industrial Price Index (Excl VAT)","2021 November","Other manufacturing (32)","Base Year 2021=100",""
"Domestic Industrial Price Index (Excl VAT)","2021 November","Mining and quarrying (05 to 09)","Base Year 2021=100","100.5196908"
"Domestic Industrial Price Index (Excl VAT)","2021 November","Repair and installation of machinery and equipment (33)","Base Year 2021=100",""
"Domestic Industrial Price Index (Excl VAT)","2021 December","Food products (10)","Base Year 2021=100","100.8577816"
"Domestic Industrial Price Index (Excl VAT)","2021 December","Manufacture of beverages (11)","Base Year 2021=100",""
"Domestic Industrial Price Index (Excl VAT)","2021 December","Tobacco products (12)","Base Year 2021=100",""
"Domestic Industrial Price Index (Excl VAT)","2021 December","Textiles (13)","Base Year 2021=100","100.5374358"
"Domestic Industrial Price Index (Excl VAT)","2021 December","Wearing apparel (14)","Base Year 2021=100","100.0366865"
"Domestic Industrial Price Index (Excl VAT)","2021 December","Leather and related products (15)","Base Year 2021=100",""
"Domestic Industrial Price Index (Excl VAT)","2021 December","Wood and wood products, except furniture (16)","Base Year 2021=100","105.1253624"
"Domestic Industrial Price Index (Excl VAT)","2021 December","Paper and paper products (17)","Base Year 2021=100","101.9163884"
"Domestic Industrial Price Index (Excl VAT)","2021 December","Printing and reproduction of recorded media (18)","Base Year 2021=100",""
"Domestic Industrial Price Index (Excl VAT)","2021 December","Coke and refined petroleum products (19)","Base Year 2021=100",""
"Domestic Industrial Price Index (Excl VAT)","2021 December","Chemicals and chemical products (20)","Base Year 2021=100","125.8759065"
"Domestic Industrial Price Index (Excl VAT)","2021 December","Basic pharmaceutical products and preparations (21)","Base Year 2021=100",""
"Domestic Industrial Price Index (Excl VAT)","2021 December","Rubber and plastic products (22)","Base Year 2021=100","101.1368397"
"Domestic Industrial Price Index (Excl VAT)","2021 December","Other non-metallic mineral products (23)","Base Year 2021=100","104.5116525"
"Domestic Industrial Price Index (Excl VAT)","2021 December","Basic metals (24)","Base Year 2021=100","112.0902076"
"Domestic Industrial Price Index (Excl VAT)","2021 December","Fabricated metal products, except machinery and equipment (25)","Base Year 2021=100","102.7827359"
"Domestic Industrial Price Index (Excl VAT)","2021 December","Computer, electronic and optical products (26)","Base Year 2021=100",""
"Domestic Industrial Price Index (Excl VAT)","2021 December","Electrical equipment (27)","Base Year 2021=100","101.2421972"
"Domestic Industrial Price Index (Excl VAT)","2021 December","Machinery and equipment n.e.c. (28)","Base Year 2021=100",""
"Domestic Industrial Price Index (Excl VAT)","2021 December","Motor vehicles, trailers and semi-trailers (29)","Base Year 2021=100","104.0400618"
"Domestic Industrial Price Index (Excl VAT)","2021 December","Other transport equipment (30)","Base Year 2021=100",""
"Domestic Industrial Price Index (Excl VAT)","2021 December","Furniture (31)","Base Year 2021=100","102.0660392"
"Domestic Industrial Price Index (Excl VAT)","2021 December","Other manufacturing (32)","Base Year 2021=100",""
"Domestic Industrial Price Index (Excl VAT)","2021 December","Mining and quarrying (05 to 09)","Base Year 2021=100","100.519634"
"Domestic Industrial Price Index (Excl VAT)","2021 December","Repair and installation of machinery and equipment (33)","Base Year 2021=100",""
"Domestic Industrial Price Index (Excl VAT)","2022 January","Food products (10)","Base Year 2021=100","102.2667147"
"Domestic Industrial Price Index (Excl VAT)","2022 January","Manufacture of beverages (11)","Base Year 2021=100",""
"Domestic Industrial Price Index (Excl VAT)","2022 January","Tobacco products (12)","Base Year 2021=100",""
"Domestic Industrial Price Index (Excl VAT)","2022 January","Textiles (13)","Base Year 2021=100","100.5374358"
"Domestic Industrial Price Index (Excl VAT)","2022 January","Wearing apparel (14)","Base Year 2021=100","100.0366865"
"Domestic Industrial Price Index (Excl VAT)","2022 January","Leather and related products (15)","Base Year 2021=100",""
"Domestic Industrial Price Index (Excl VAT)","2022 January","Wood and wood products, except furniture (16)","Base Year 2021=100","104.6380998"
"Domestic Industrial Price Index (Excl VAT)","2022 January","Paper and paper products (17)","Base Year 2021=100","103.2145861"
"Domestic Industrial Price Index (Excl VAT)","2022 January","Printing and reproduction of recorded media (18)","Base Year 2021=100",""
"Domestic Industrial Price Index (Excl VAT)","2022 January","Coke and refined petroleum products (19)","Base Year 2021=100",""
"Domestic Industrial Price Index (Excl VAT)","2022 January","Chemicals and chemical products (20)","Base Year 2021=100","126.2134415"
"Domestic Industrial Price Index (Excl VAT)","2022 January","Basic pharmaceutical products and preparations (21)","Base Year 2021=100",""
"Domestic Industrial Price Index (Excl VAT)","2022 January","Rubber and plastic products (22)","Base Year 2021=100","101.1369655"
"Domestic Industrial Price Index (Excl VAT)","2022 January","Other non-metallic mineral products (23)","Base Year 2021=100","105.9815384"
"Domestic Industrial Price Index (Excl VAT)","2022 January","Basic metals (24)","Base Year 2021=100","112.1382908"
"Domestic Industrial Price Index (Excl VAT)","2022 January","Fabricated metal products, except machinery and equipment (25)","Base Year 2021=100","102.93103"
"Domestic Industrial Price Index (Excl VAT)","2022 January","Computer, electronic and optical products (26)","Base Year 2021=100",""
"Domestic Industrial Price Index (Excl VAT)","2022 January","Electrical equipment (27)","Base Year 2021=100","102.6618036"
"Domestic Industrial Price Index (Excl VAT)","2022 January","Machinery and equipment n.e.c. (28)","Base Year 2021=100",""
"Domestic Industrial Price Index (Excl VAT)","2022 January","Motor vehicles, trailers and semi-trailers (29)","Base Year 2021=100","104.0400618"
"Domestic Industrial Price Index (Excl VAT)","2022 January","Other transport equipment (30)","Base Year 2021=100",""
"Domestic Industrial Price Index (Excl VAT)","2022 January","Furniture (31)","Base Year 2021=100","103.3953466"
"Domestic Industrial Price Index (Excl VAT)","2022 January","Other manufacturing (32)","Base Year 2021=100",""
"Domestic Industrial Price Index (Excl VAT)","2022 January","Mining and quarrying (05 to 09)","Base Year 2021=100","100.5337348"
"Domestic Industrial Price Index (Excl VAT)","2022 January","Repair and installation of machinery and equipment (33)","Base Year 2021=100",""
"Domestic Industrial Price Index (Excl VAT)","2022 February","Food products (10)","Base Year 2021=100","103.0072782"
"Domestic Industrial Price Index (Excl VAT)","2022 February","Manufacture of beverages (11)","Base Year 2021=100",""
"Domestic Industrial Price Index (Excl VAT)","2022 February","Tobacco products (12)","Base Year 2021=100",""
"Domestic Industrial Price Index (Excl VAT)","2022 February","Textiles (13)","Base Year 2021=100","100.5374358"
"Domestic Industrial Price Index (Excl VAT)","2022 February","Wearing apparel (14)","Base Year 2021=100","100.0366865"
"Domestic Industrial Price Index (Excl VAT)","2022 February","Leather and related products (15)","Base Year 2021=100",""
"Domestic Industrial Price Index (Excl VAT)","2022 February","Wood and wood products, except furniture (16)","Base Year 2021=100","104.2910699"
"Domestic Industrial Price Index (Excl VAT)","2022 February","Paper and paper products (17)","Base Year 2021=100","103.3651079"
"Domestic Industrial Price Index (Excl VAT)","2022 February","Printing and reproduction of recorded media (18)","Base Year 2021=100",""
"Domestic Industrial Price Index (Excl VAT)","2022 February","Coke and refined petroleum products (19)","Base Year 2021=100",""
"Domestic Industrial Price Index (Excl VAT)","2022 February","Chemicals and chemical products (20)","Base Year 2021=100","126.2760141"
"Domestic Industrial Price Index (Excl VAT)","2022 February","Basic pharmaceutical products and preparations (21)","Base Year 2021=100",""
"Domestic Industrial Price Index (Excl VAT)","2022 February","Rubber and plastic products (22)","Base Year 2021=100","101.1370241"
"Domestic Industrial Price Index (Excl VAT)","2022 February","Other non-metallic mineral products (23)","Base Year 2021=100","107.675284"
"Domestic Industrial Price Index (Excl VAT)","2022 February","Basic metals (24)","Base Year 2021=100","112.9324291"
"Domestic Industrial Price Index (Excl VAT)","2022 February","Fabricated metal products, except machinery and equipment (25)","Base Year 2021=100","103.2355138"
"Domestic Industrial Price Index (Excl VAT)","2022 February","Computer, electronic and optical products (26)","Base Year 2021=100",""
"Domestic Industrial Price Index (Excl VAT)","2022 February","Electrical equipment (27)","Base Year 2021=100","102.6618036"
"Domestic Industrial Price Index (Excl VAT)","2022 February","Machinery and equipment n.e.c. (28)","Base Year 2021=100",""
"Domestic Industrial Price Index (Excl VAT)","2022 February","Motor vehicles, trailers and semi-trailers (29)","Base Year 2021=100","104.0400618"
"Domestic Industrial Price Index (Excl VAT)","2022 February","Other transport equipment (30)","Base Year 2021=100",""
"Domestic Industrial Price Index (Excl VAT)","2022 February","Furniture (31)","Base Year 2021=100","103.3953466"
"Domestic Industrial Price Index (Excl VAT)","2022 February","Other manufacturing (32)","Base Year 2021=100",""
"Domestic Industrial Price Index (Excl VAT)","2022 February","Mining and quarrying (05 to 09)","Base Year 2021=100","100.5398188"
"Domestic Industrial Price Index (Excl VAT)","2022 February","Repair and installation of machinery and equipment (33)","Base Year 2021=100",""
"Domestic Industrial Price Index (Excl VAT)","2022 March","Food products (10)","Base Year 2021=100","106.5980846"
"Domestic Industrial Price Index (Excl VAT)","2022 March","Manufacture of beverages (11)","Base Year 2021=100",""
"Domestic Industrial Price Index (Excl VAT)","2022 March","Tobacco products (12)","Base Year 2021=100",""
"Domestic Industrial Price Index (Excl VAT)","2022 March","Textiles (13)","Base Year 2021=100","100.5374358"
"Domestic Industrial Price Index (Excl VAT)","2022 March","Wearing apparel (14)","Base Year 2021=100","100.0366865"
